param costLimit :=3771;
param: VERTICES: score := 
1	0
2	55
3	23
4	33
5	24
6	27
7	53
8	35
9	49
10	46
11	85
12	54
13	80
14	91
15	25
16	22
17	35
18	14
19	25
20	18
21	24
22	4
23	15
24	23
25	34
;
param vInit := 1;
param: ARCS: dist := 
1	1	0
1	2	666
1	3	281
1	4	396
1	5	291
1	6	326
1	7	641
1	8	427
1	9	600
1	10	561
1	11	1041
1	12	655
1	13	975
1	14	1121
1	15	299
1	16	260
1	17	430
1	18	162
1	19	305
1	20	210
1	21	287
1	22	46
1	23	181
1	24	275
1	25	410
2	1	666
2	2	0
2	3	649
2	4	1047
2	5	945
2	6	978
2	7	45
2	8	956
2	9	1135
2	10	1133
2	11	1639
2	12	1259
2	13	1440
2	14	1516
2	15	958
2	16	724
2	17	495
2	18	595
2	19	843
2	20	564
2	21	392
2	22	636
2	23	510
2	24	922
2	25	1029
3	1	281
3	2	649
3	3	0
3	4	604
3	5	509
3	6	543
3	7	611
3	8	308
3	9	486
3	10	487
3	11	1267
3	12	891
3	13	1248
3	14	1400
3	15	505
3	16	537
3	17	217
3	18	135
3	19	207
3	20	441
3	21	289
3	22	241
3	23	361
3	24	506
3	25	653
4	1	396
4	2	1047
4	3	604
4	4	0
4	5	104
4	6	70
4	7	1026
4	8	525
4	9	611
4	10	534
4	11	663
4	12	294
4	13	711
4	14	897
4	15	100
4	16	384
4	17	800
4	18	532
4	19	475
4	20	501
4	21	681
4	22	437
4	23	538
4	24	125
4	25	109
5	1	291
5	2	945
5	3	509
5	4	104
5	5	0
5	6	35
5	7	924
5	8	471
5	9	584
5	10	513
5	11	761
5	12	382
5	13	769
5	14	944
5	15	25
5	16	309
5	17	700
5	18	430
5	19	401
5	20	407
5	21	577
5	22	332
5	23	437
5	24	32
5	25	150
6	1	326
6	2	978
6	3	543
6	4	70
6	5	35
6	6	0
6	7	957
6	8	492
6	9	596
6	10	523
6	11	726
6	12	349
6	13	744
6	14	923
6	15	40
6	16	329
6	17	735
6	18	466
6	19	428
6	20	435
6	21	612
6	22	368
6	23	469
6	24	57
6	25	124
7	1	641
7	2	45
7	3	611
7	4	1026
7	5	924
